system:index,B11,B2,B3,B4,B8,NDBI,NDVI,NDWI,label,.geo
410721104,2037.38205941164,349.835230855146,618.812757831782,483.565194285817,3589.04902631911,-0.249399452424029,0.738015329807884,-0.681763980612887,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232100.0,6331200.0],[1232400.0,6331200.0],[1232400.0,6331500.0],[1232100.0,6331500.0],[1232100.0,6331200.0]]]}"
410821104,1862.20867909514,317.474337842446,535.035082982835,512.857153006707,2634.09808741616,-0.165732441709938,0.670055144759127,-0.658670468509709,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232400.0,6331200.0],[1232700.0,6331200.0],[1232700.0,6331500.0],[1232400.0,6331500.0],[1232400.0,6331200.0]]]}"
410621105,2152.44341158908,419.624949111141,711.987549192562,644.75519066359,3447.99949111141,-0.230437212901995,0.686241596319031,-0.656175619741761,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1231800.0,6331500.0],[1232100.0,6331500.0],[1232100.0,6331800.0],[1231800.0,6331800.0],[1231800.0,6331500.0]]]}"
410721105,2059.97897841791,354.943785809724,633.586786919401,460.838304232624,3947.65915936318,-0.295819568317511,0.777822397209154,-0.710314533253393,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232100.0,6331500.0],[1232400.0,6331500.0],[1232400.0,6331800.0],[1232100.0,6331800.0],[1232100.0,6331500.0]]]}"
410821105,1912.06052968173,365.942013392521,581.828319915732,533.498103980136,2866.32202242118,-0.187921037384383,0.681672837926056,-0.657016042550485,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232400.0,6331500.0],[1232700.0,6331500.0],[1232700.0,6331800.0],[1232400.0,6331800.0],[1232400.0,6331500.0]]]}"
410621106,2223.23062082635,419.790928160421,728.107278255681,609.774772434231,3765.94212709042,-0.240703363321141,0.709025137264848,-0.663505713754289,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1231800.0,6331800.0],[1232100.0,6331800.0],[1232100.0,6332100.0],[1231800.0,6332100.0],[1231800.0,6331800.0]]]}"
410721106,2180.20696951463,394.774448455675,686.036482150019,568.922442839951,3761.20229643,-0.254743231549032,0.725923353025187,-0.68126042610564,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232100.0,6331800.0],[1232400.0,6331800.0],[1232400.0,6332100.0],[1232100.0,6332100.0],[1232100.0,6331800.0]]]}"
410821106,2427.78438354635,462.815008092872,712.222369816374,763.484316570853,2952.91743595467,-0.0930377382722205,0.586076101814536,-0.604451173313185,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232400.0,6331800.0],[1232700.0,6331800.0],[1232700.0,6332100.0],[1232400.0,6332100.0],[1232400.0,6331800.0]]]}"
410921106,2806.6988694984,570.418340467566,856.684140050488,932.422017341674,3227.12803204917,-0.068895957198884,0.55481783576245,-0.581042709022962,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232700.0,6331800.0],[1233000.0,6331800.0],[1233000.0,6332100.0],[1232700.0,6332100.0],[1232700.0,6331800.0]]]}"
410621107,1897.51938896234,553.340281160831,772.781773261881,727.133001600666,2762.76856427029,-0.137560532843909,0.528684409895983,-0.506869679192835,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1231800.0,6332100.0],[1232100.0,6332100.0],[1232100.0,6332400.0],[1231800.0,6332400.0],[1231800.0,6332100.0]]]}"
410721107,2297.59015850722,422.899301096843,715.653932584271,621.686600454789,3802.86662653826,-0.236587017564881,0.708042777391913,-0.673981170611252,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232100.0,6332100.0],[1232400.0,6332100.0],[1232400.0,6332400.0],[1232100.0,6332400.0],[1232100.0,6332100.0]]]}"
410821107,2379.59537750914,558.795804213815,839.56166612291,902.791889176983,3013.62573192299,-0.0935943832039433,0.535594894063235,-0.545491400843831,3,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232400.0,6332100.0],[1232700.0,6332100.0],[1232700.0,6332400.0],[1232400.0,6332400.0],[1232400.0,6332100.0]]]}"
410921107,2539.55305581278,469.243728428319,767.520624631702,666.217884502062,4278.42474113982,-0.252963337150267,0.727309796274897,-0.693151552665781,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232700.0,6332100.0],[1233000.0,6332100.0],[1233000.0,6332400.0],[1232700.0,6332400.0],[1232700.0,6332100.0]]]}"
411021107,2762.62294543063,643.000328731098,925.191650230111,1069.8547008547,2949.16600920447,-0.0329256171998235,0.478354014701176,-0.528112375422419,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1233000.0,6332100.0],[1233300.0,6332100.0],[1233300.0,6332400.0],[1233000.0,6332400.0],[1233000.0,6332100.0]]]}"
410321108,1421.26913393756,290.242447129909,459.343152064451,346.29279959718,2126.05589123867,-0.190630677000244,0.716622393756177,-0.641381675049833,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1230900.0,6332400.0],[1231200.0,6332400.0],[1231200.0,6332700.0],[1230900.0,6332700.0],[1230900.0,6332400.0]]]}"
410421108,1444.71447205821,301.683372236715,482.020733214334,367.243512288891,2150.56089523548,-0.165904466569122,0.6941301274091,-0.620065141870443,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1231200.0,6332400.0],[1231500.0,6332400.0],[1231500.0,6332700.0],[1231200.0,6332700.0],[1231200.0,6332400.0]]]}"
