system:index,B11,B2,B3,B4,B8,NDBI,NDVI,NDWI,label,.geo
410721104,2993.01037632181,1316.0723820504,1589.36142386193,1377.91801624903,4389.41690836051,-0.177349649129193,0.502852688646581,-0.450022667774418,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232100.0,6331200.0],[1232400.0,6331200.0],[1232400.0,6331500.0],[1232100.0,6331500.0],[1232100.0,6331200.0]]]}"
410821104,2517.50616687507,1215.82494032056,1393.69790837785,1255.82960100034,3755.97570194384,-0.192724035295949,0.491800464995132,-0.452119129651931,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232400.0,6331200.0],[1232700.0,6331200.0],[1232700.0,6331500.0],[1232400.0,6331500.0],[1232400.0,6331200.0]]]}"
410621105,3246.92750033925,1352.48581897136,1661.01784502646,1501.1165694124,4240.05750441036,-0.134820296988369,0.475703907915578,-0.435091712087055,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1231800.0,6331500.0],[1232100.0,6331500.0],[1232100.0,6331800.0],[1231800.0,6331800.0],[1231800.0,6331500.0]]]}"
410721105,3218.38599769005,1342.64420137237,1651.47691192789,1390.22768756935,4742.25905292479,-0.184413568917381,0.534304580304997,-0.472134211406288,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232100.0,6331500.0],[1232400.0,6331500.0],[1232400.0,6331800.0],[1232100.0,6331800.0],[1232100.0,6331500.0]]]}"
410821105,2937.40033105108,1315.40749379279,1539.88195019185,1418.14758859378,4110.36690993905,-0.16130582512603,0.481122052232717,-0.448966012801247,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232400.0,6331500.0],[1232700.0,6331500.0],[1232700.0,6331800.0],[1232400.0,6331800.0],[1232400.0,6331500.0]]]}"
410621106,3618.60028289359,1402.67059253699,1739.99103208051,1604.81833227488,4243.39176914342,-0.0776658976512953,0.445526811528022,-0.412497555280565,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1231800.0,6331800.0],[1232100.0,6331800.0],[1232100.0,6332100.0],[1231800.0,6332100.0],[1231800.0,6331800.0]]]}"
410721106,3461.28188929001,1386.11089049338,1665.78401524267,1562.67184115523,4358.15954673084,-0.115762890578416,0.466684991623084,-0.440912333888977,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232100.0,6331800.0],[1232400.0,6331800.0],[1232400.0,6332100.0],[1232100.0,6332100.0],[1232100.0,6331800.0]]]}"
410821106,3166.36990567617,1349.61970195903,1614.83420215437,1490.69298431657,4428.57178099011,-0.162478420699999,0.489327180943486,-0.458102999890303,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232400.0,6331800.0],[1232700.0,6331800.0],[1232700.0,6332100.0],[1232400.0,6332100.0],[1232400.0,6331800.0]]]}"
410921106,3576.29790363297,1462.6046317638,1794.2005048842,1680.31166721545,4418.03821753923,-0.103053250746249,0.447496647801774,-0.419787080149456,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232700.0,6331800.0],[1233000.0,6331800.0],[1233000.0,6332100.0],[1232700.0,6332100.0],[1232700.0,6331800.0]]]}"
410621107,3132.00502470595,1524.1702693298,1764.91101677221,1710.71172663372,3430.14912659195,-0.0331298281842913,0.310909367669655,-0.296138039145069,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1231800.0,6332100.0],[1232100.0,6332100.0],[1232100.0,6332400.0],[1231800.0,6332400.0],[1231800.0,6332100.0]]]}"
