system:index,B11,B2,B3,B4,B8,NDBI,NDVI,NDWI,label,.geo
410721104,1951.01383509574,357.152870602223,636.121471420079,507.196681738755,2994.05287240367,-0.190604745523315,0.687379389489297,-0.627103507614806,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232100.0,6331200.0],[1232400.0,6331200.0],[1232400.0,6331500.0],[1232100.0,6331500.0],[1232100.0,6331200.0]]]}"
410821104,1713.56772195066,300.497243378424,533.942451972263,448.716295327953,2615.16937592361,-0.204408890933856,0.705234078148247,-0.658296403250652,3,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232400.0,6331200.0],[1232700.0,6331200.0],[1232700.0,6331500.0],[1232400.0,6331500.0],[1232400.0,6331200.0]]]}"
410621105,1938.08661283756,376.374881259329,648.540575383362,534.740025783688,3086.48592074908,-0.227259678502359,0.703932034407004,-0.649679870856088,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1231800.0,6331500.0],[1232100.0,6331500.0],[1232100.0,6331800.0],[1231800.0,6331800.0],[1231800.0,6331500.0]]]}"
410721105,1983.72359988223,341.061213397649,654.257705460063,474.535419072853,3460.46578118984,-0.256789185344178,0.747324546635952,-0.671315468711857,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232100.0,6331500.0],[1232400.0,6331500.0],[1232400.0,6331800.0],[1232100.0,6331800.0],[1232100.0,6331500.0]]]}"
410821105,1809.21775637649,358.853539989466,592.472424949213,509.300218192762,2572.90796779775,-0.167703000011815,0.667431367536184,-0.622706617198109,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232400.0,6331500.0],[1232700.0,6331500.0],[1232700.0,6331800.0],[1232400.0,6331800.0],[1232400.0,6331500.0]]]}"
410621106,2116.19299309123,379.978032446163,679.194282470218,541.389373207859,3395.35607066566,-0.217801456333798,0.711888466973018,-0.654278802112163,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1231800.0,6331800.0],[1232100.0,6331800.0],[1232100.0,6332100.0],[1231800.0,6332100.0],[1231800.0,6331800.0]]]}"
410721106,2042.18345367027,353.927156036903,670.665884476533,492.913257119935,3604.99408343361,-0.266894002539144,0.749553669444368,-0.677055330637683,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232100.0,6331800.0],[1232400.0,6331800.0],[1232400.0,6332100.0],[1232100.0,6332100.0],[1232100.0,6331800.0]]]}"
410821106,2399.54337221632,427.088095105207,696.575397667019,685.274119551263,2832.8839537869,-0.0814165579371714,0.607917363577772,-0.598548737804377,3,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232400.0,6331800.0],[1232700.0,6331800.0],[1232700.0,6332100.0],[1232400.0,6332100.0],[1232400.0,6331800.0]]]}"
410921106,2638.26846668861,498.501635385797,791.82906376907,786.13162111733,2747.6530347931,-0.019573343905111,0.557698306751489,-0.551918268508812,3,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232700.0,6331800.0],[1233000.0,6331800.0],[1233000.0,6332100.0],[1232700.0,6332100.0],[1232700.0,6331800.0]]]}"
410621107,2164.10372329319,635.711824065695,927.322360637481,927.435353886837,2819.09811399539,-0.106350192799629,0.494313396545148,-0.482657103867136,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1231800.0,6332100.0],[1232100.0,6332100.0],[1232100.0,6332400.0],[1231800.0,6332400.0],[1231800.0,6332100.0]]]}"
410721107,2252.49310460139,399.100474852863,711.664526484752,557.277220438737,3706.44870251471,-0.234860658180654,0.729185982502641,-0.669569612499711,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232100.0,6332100.0],[1232400.0,6332100.0],[1232400.0,6332400.0],[1232100.0,6332400.0],[1232100.0,6332100.0]]]}"
410821107,2436.06010783522,555.141688273777,861.022889228496,928.024949774198,2833.28346240362,-0.0755813119041853,0.532440379533246,-0.538439926437243,3,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232400.0,6332100.0],[1232700.0,6332100.0],[1232700.0,6332400.0],[1232400.0,6332400.0],[1232400.0,6332100.0]]]}"
410921107,2609.64020540449,465.969736509807,765.419016752251,707.665123326879,3605.13654348009,-0.159592771686825,0.670727692411515,-0.64876176081098,3,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1232700.0,6332100.0],[1233000.0,6332100.0],[1233000.0,6332400.0],[1232700.0,6332400.0],[1232700.0,6332100.0]]]}"
411021107,2625.38856015779,655.301117685733,940.75147928994,1061.91978961209,2614.47468770545,0.000965189378881083,0.439341897534116,-0.480715472626493,3,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1233000.0,6332100.0],[1233300.0,6332100.0],[1233300.0,6332400.0],[1233000.0,6332400.0],[1233000.0,6332100.0]]]}"
410321108,1369.64048338368,259.146525679758,452.127391742195,328.354481369587,2075.68580060423,-0.195986343395158,0.721513733656325,-0.637690811253263,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[1230900.0,6332400.0],[1231200.0,6332400.0],[1231200.0,6332700.0],[1230900.0,6332700.0],[1230900.0,6332400.0]]]}"
